Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
TWT_ADJ;Incan;;;;;;;;;;;;;
ILL;Illinois;;;;;;;;;;;;;
ILL_ADJ;Illinois;;;;;;;;;;;;;
PAW;Pawnee;;;;;;;;;;;;;
PAW_ADJ;Pawnee;;;;;;;;;;;;;
SAU;Sauk;;;;;;;;;;;;;
SAU_ADJ;Sauk;;;;;;;;;;;;;
SHN;Shawnee;;;;;;;;;;;;;
SHN_ADJ;Shawnee;;;;;;;;;;;;;
AMO;Sovereignty of Amorica;;;;;;;;;;;;;
AMO_democracy;Sovereign Amorican Company;;;;;;;;;;;;;
AMO_presidential_republic;Sovereign Amorican Company;;;;;;;;;;;;;
AMO_bourgeois_dictatorship;Sovereign Amorican Company;;;;;;;;;;;;;
AMO_proletarian_dictatorship;Amorican Racialist Syndicate;;;;;;;;;;;;;
AMO_ADJ;Amorican;;;;;;;;;;;;;
PHO;Phosaeras;;;;;;;;;;;;;
PHO_ADJ;Phosaeran;;;;;;;;;;;;;
DAC;Dacia;;;;;;;;;;;;;
DAC_ADJ;Dacian;;;;;;;;;;;;;
HEL;Hellas;;;;;;;;;;;;;
HEL_ADJ;Hellenic;;;;;;;;;;;;;
KSY;Syria;;;;;;;;;;;;;
KSY_ADJ;Syrian;;;;;;;;;;;;;
HIS;Hispania;;;;;;;;;;;;;
HIS_ADJ;Hispanic;;;;;;;;;;;;;
LAA;Laagland;;;;;;;;;;;;;
LAA_ADJ;Laaglandish;;;;;;;;;;;;;
NRB;Narbonensis;;;;;;;;;;;;;
NRB_ADJ;Narbonian;;;;;;;;;;;;;
NUM;Numidia;;;;;;;;;;;;;
NUM_ADJ;Numidian;;;;;;;;;;;;;
BRN;Brutonia;;;;;;;;;;;;;
BRN_ADJ;Brutonian;;;;;;;;;;;;;
SOR;Sorbia;;;;;;;;;;;;;
SOR_ADJ;Sorbian;;;;;;;;;;;;
NEK;Neokephali;;;;;;;;;;;;;
NEK_ADJ;Kephalotic;;;;;;;;;;;;;
SEM;Sarbanian Empire;;;;;;;;;;;;;
SEM_ADJ;Pathan;;;;;;;;;;;;;
CRC;Carcassonne;;;;;;;;;;;;;
CRC_ADJ;Carcassonnais;;;;;;;;;;;;;
CAM;Khmer Empire;;;;;;;;;;;;;
CAM_ADJ;Khmer;;;;;;;;;;;;;
HYD;Chalukya;;;;;;;;;;;;;
HYD_ADJ;Chalukyan;;;;;;;;;;;;;
HYD;Chalukya;;;;;;;;;;;;;
HYD_ADJ;Chalukyan;;;;;;;;;;;;;
MAH;Mauli Kingdom;;;;;;;;;;;;;
MAH_ADJ;Mauli;;;;;;;;;;;;;
CRI;Chersonese;;;;;;;;;;;;;
CRI_ADJ;Chersonian;;;;;;;;;;;;;
PHL;Seres;;;;;;;;;;;;;
PHL_ADJ;Serican;;;;;;;;;;;;;
CYR;Cyrenaica;;;;;;;;;;;;;
CYR_ADJ;Cyrenian;;;;;;;;;;;;;
TRI;Tripolitania;;;;;;;;;;;;;
TRI_ADJ;Tripolitanian;;;;;;;;;;;;;
SIA;Siam;;;;;;;;;;;;;
SIA_ADJ;Siamese;;;;;;;;;;;;;
URA;Uralia;;;;;;;;;;;;;
URA_democracy;Uralian Republic;;;;;;;;;;;;;
URA_absolute_monarchy;Tobolskoy Viceroyalty;;;;;;;;;;;;;
URA_bourgeois_dictatorship;Republic of Tobolosk;;;;;;;;;;;;;
URA_proletarian_dictatorship;Uralian People's State;;;;;;;;;;;;;
URA_presidential_dictatorship;Republic of Tobolosk;;;;;;;;;;;;;
URA_ADJ;Uralian;;;;;;;;;;;;;
FEV;Far-Eastern Viceroyalty;;;;;;;;;;;;;
FEV_democracy;Far-Eastern Republic;;;;;;;;;;;;;
FEV_absolute_monarchy;Far-Eastern Viceroyalty;;;;;;;;;;;;;
FEV_bourgeois_dictatorship;Far-Eastern Republic;;;;;;;;;;;;;
FEV_proletarian_dictatorship;Far-Eastern Republic;;;;;;;;;;;;;
FEV_presidential_dictatorship;Far-Eastern Republic;;;;;;;;;;;;;
FEV_ADJ;Far-Eastern;;;;;;;;;;;;;
EUL;Les États-Unis de Lothaire;;;;;;;;;;;;;
EUL_democracy;Les États-Unis de Lothaire;;;;;;;;;;;;;
EUL_absolute_monarchy;Fédération de Lothaire;;;;;;;;;;;;;
EUL_bourgeois_dictatorship;Confédération Lothairais;;;;;;;;;;;;;
EUL_proletarian_dictatorship;Fédération Socialiste de Lothaire;;;;;;;;;;;;;
EUL_presidential_dictatorship;Les États-Unis de Lothaire;;;;;;;;;;;;;
EUL_ADJ;Lothairais;;;;;;;;;;;;;
MIN;Great Ming;;;;;;;;;;;;;
MIN_ADJ;Ming;;;;;;;;;;;;;
CFL;Confoederatio Lottaria;;;;;;;;;;;;;
CFL_ADJ;Lottarian;;;;;;;;;;;;;
RPM;Marembetti;;;;;;;;;;;;;
RPM_democracy;Repubblica Marembetti;;;;;;;;;;;;;
RPM_presidential_dictatorship;Repubblica Marembetti;;;;;;;;;;;;;
RPM_absolute_monarchy;Ducato Marembetti;;;;;;;;;;;;;
RPM_prussian_constitutionalism;Ducato Marembetti;;;;;;;;;;;;;
RPM_proletarian_dictatorship;Repubblica Marembetti;;;;;;;;;;;;;
RPM_ADJ;Marembettian;;;;;;;;;;;;;
ANK;Anakauja;;;;;;;;;;;;;
ANK_ADJ;Anakaujan;;;;;;;;;;;;;
ANK_democracy;Anakaujan Republic;;;;;;;;;;;;;
ANK_presidential_dictatorship;Anakaujan Republic;;;;;;;;;;;;;
ANK_absolute_monarchy;Anakaujan Principality;;;;;;;;;;;;;
ANK_prussian_constitutionalism;Anakaujan Principality;;;;;;;;;;;;;
ANK_hms_government;Anakaujan Federation;;;;;;;;;;;;;
ANK_proletarian_dictatorship;Anakaujan Socialist Republic;;;;;;;;;;;;;
ISB;Ispes Bon;;;;;;;;;;;;;
ISB_proletarian_dictatorship;Ispesian Socialist Republic;;;;;;;;;;;;;
ISB_ADJ;Ispesian;;;;;;;;;;;;;
NWM;Nobvu Wismaru;;;;;;;;;;;;;
ISB_proletarian_dictatorship;Karibik Socialist Republic;;;;;;;;;;;;;
NWM_ADJ;Wismaric;;;;;;;;;;;;;
VDR;Vandalia;;;;;;;;;;;;;
VDR_democracy;Vandal Republic;;;;;;;;;;;;;
VDR_presidential_dictatorship;Vandal Republic;;;;;;;;;;;;;
VDR_absolute_monarchy;Vandal Empire;;;;;;;;;;;;;
VDR_prussian_constitutionalism;Vandal Empire;;;;;;;;;;;;;
VDR_hms_government;Vandal Empire;;;;;;;;;;;;;
VDR_proletarian_dictatorship;Federal Vandal Republic;;;;;;;;;;;;;
VDR_ADJ;Vandalian;;;;;;;;;;;;;
RGT;Rikestere;;;;;;;;;;;;;
RGT_democracy;Republic of Rikestere;;;;;;;;;;;;;
RGT_presidential_dictatorship;Republic of Rikestere;;;;;;;;;;;;;
RGT_absolute_monarchy;Rikesteran Principality;;;;;;;;;;;;;
RGT_prussian_constitutionalism;Rikesteran Principality;;;;;;;;;;;;;
RGT_hms_government;Rikesteran Principality;;;;;;;;;;;;;
RGT_proletarian_dictatorship;Rikesteran Triumvirate;;;;;;;;;;;;;
RGT_ADJ;Rikessteran;;;;;;;;;;;;;
NBM;Nobva Martana;;;;;;;;;;;;;
NBM_ADJ;Martanan;;;;;;;;;;;;;
HRU;St. Isidor;;;;;;;;;;;;;
HRU_democracy;Isidoran Republic;;;;;;;;;;;;;
HRU_presidential_dictatorship;Isidoran Republic;;;;;;;;;;;;;
HRU_absolute_monarchy;Isilban Empire;;;;;;;;;;;;;
HRU_prussian_constitutionalism;Isilban Empire;;;;;;;;;;;;;
HRU_hms_government;Isilban Empire;;;;;;;;;;;;;
HRU_proletarian_dictatorship;Isilban Socialist Republic;;;;;;;;;;;;;
HRU_absolute_monarchy_ADJ;Isilban;;;;;;;;;;;;;
HRU_prussian_constitutionalism_ADJ;Isilban;;;;;;;;;;;;;
HRU_proletarian_dictatorship_ADJ;Isilban;;;;;;;;;;;;;
HRU_ADJ;Isidoran;;;;;;;;;;;;;
AGS;St. Ulfila;;;;;;;;;;;;;
AGS_democracy;Ulfiline Republic;;;;;;;;;;;;;
AGS_presidential_dictatorship;Ulfiline Republic;;;;;;;;;;;;;
AGS_ADJ;Ulfiline;;;;;;;;;;;;;
NBS;Nobva Batika;;;;;;;;;;;;;
NBS_ADJ;Batikan;;;;;;;;;;;;;
NBA;Nobva Afrika;;;;;;;;;;;;;
NBA_absolute_monarchy;Nobafrican Empire;;;;;;;;;;;;;
NBA_prussian_constitutionalism;Nobafrican Empire;;;;;;;;;;;;;
NBA_proletarian_dictatorship;Falangine Nobafrica;;;;;;;;;;;;;
NBA_ADJ;Nobafrican;;;;;;;;;;;;;
TIB;Thibet;;;;;;;;;;;;;
NBA_ADJ;Thibetan;;;;;;;;;;;;;
GUI;Guienne;;;;;;;;;;;;;
GUI_ADJ;Guiennés;;;;;;;;;;;;;
BLU;Balazun;;;;;;;;;;;;;
BLU_ADJ;Balazunac;;;;;;;;;;;;;
CAO;Caors;;;;;;;;;;;;;
CAO_ADJ;Caorcén;;;;;;;;;;;;;
GLD;Galard;;;;;;;;;;;;;
GLD_ADJ;Galardés;;;;;;;;;;;;;
AMB;Amboise;;;;;;;;;;;;;
AMB_ADJ;Amboisie;;;;;;;;;;;;;
LIY;Liyon;;;;;;;;;;;;;
LIY_ADJ;Liyonés;;;;;;;;;;;;;
BRG;Burgundy;;;;;;;;;;;;;
BRG_ADJ;Burgundian;;;;;;;;;;;;;
ALE;Alsace;;;;;;;;;;;;;
ALE_ADJ;Alsatian;;;;;;;;;;;;;
LXB;Luxemburg;;;;;;;;;;;;;
LXB_ADJ;Luxemburger;;;;;;;;;;;;;
BRO;Graaftig Broeksl;;;;;;;;;;;;;
BRO_ADJ;Broeksls;;;;;;;;;;;;;
ATS;Artesië;;;;;;;;;;;;;
ATS_ADJ;Artesiës;;;;;;;;;;;;;
LOL;Lolland;;;;;;;;;;;;;
LOL_ADJ;Lollander;;;;;;;;;;;;;
LUP;Lupoldus;;;;;;;;;;;;;
LUP_ADJ;Lupoldine;;;;;;;;;;;;;
PRB;Prinsenbeek;;;;;;;;;;;;;
PRB_ADJ;Prinsenbeeker;;;;;;;;;;;;;
NIJ;Nijmegen;;;;;;;;;;;;;
NIJ_ADJ;Nijmegeener;;;;;;;;;;;;;
HUJ;Huj;;;;;;;;;;;;;
HUJ_ADJ;Hujian;;;;;;;;;;;;;
LUI;Luik;;;;;;;;;;;;;
LUI_ADJ;Luikan;;;;;;;;;;;;;
FRN;Frankland;;;;;;;;;;;;;
FRN_ADJ;Franklander;;;;;;;;;;;;;
OTT;Ottonia;;;;;;;;;;;;;
OTT_ADJ;Ottonian;;;;;;;;;;;;;
SWA;Swabia;;;;;;;;;;;;;
SWA_ADJ;Swabian;;;;;;;;;;;;;
OUL;Ouloune;;;;;;;;;;;;;
OUL_ADJ;Oulounien;;;;;;;;;;;;;
DOR;Dordogne;;;;;;;;;;;;;
DOR_ADJ;Dordognais;;;;;;;;;;;;;
POI;Poitiers;;;;;;;;;;;;;
POI_ADJ;Poitevin;;;;;;;;;;;;;
BLO;Blois;;;;;;;;;;;;;
BLO_ADJ;Blésois;;;;;;;;;;;;;
MES;Més;;;;;;;;;;;;;
MES_ADJ;Mésien;;;;;;;;;;;;;
VER;Verdun;;;;;;;;;;;;;
VER_ADJ;Verdunois;;;;;;;;;;;;;
OUF;Oufes;;;;;;;;;;;;;
OUF_ADJ;Oufesien;;;;;;;;;;;;;
NAM;Namen;;;;;;;;;;;;;
NAM_ADJ;Nameener;;;;;;;;;;;;;
CHR;Childerie;;;;;;;;;;;;;
CHR_ADJ;Childerois;;;;;;;;;;;;;
TOE;Toeritz;;;;;;;;;;;;;
TOE_ADJ;Toeritzer;;;;;;;;;;;;;
PLE;Pleifstein;;;;;;;;;;;;;
PLE_ADJ;Pleifsteiner;;;;;;;;;;;;;
GRM;Germany;;;;;;;;;;;;;
GRM_ADJ;German;;;;;;;;;;;;;
YSR;Ysrael;;;;;;;;;;;;;
YSR_ADJ;Ysraelite;;;;;;;;;;;;;
CAP;Antipodea;;;;;;;;;;;;;
CAP_ADJ;Antipodean;;;;;;;;;;;;;
CLT;Lothaire;;;;;;;;;;;;;
CLT_ADJ;Lothairais;;;;;;;;;;;;;
MCK;Jin;;;;;;;;;;;;;
MCK_presidential_dictatorship;Jinshi Clique;;;;;;;;;;;;;
MCK_ADJ;Jurchen;;;;;;;;;;;;;
MCK_presidential_dictatorship_ADJ;Jinshi;;;;;;;;;;;;;
KHK;Khazar Confederacy;;;;;;;;;;;;;
KHK_ADJ;Khazar;;;;;;;;;;;;;
