Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_NCT_title;Grant Neuchatel Independence;;;;;;;;;;;;;
gtfo_NCT_desc;We can no longer maintain our rulership of Neuchatel, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HBY_title;Grant Hobyo Independence;;;;;;;;;;;;;
gtfo_HBY_desc;We can no longer maintain our rulership of Hobyo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_QAT_title;Grant Qatar Independence;;;;;;;;;;;;;
gtfo_QAT_desc;We can no longer maintain our rulership of Qatar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRY_title;Grant Buryatia Independence;;;;;;;;;;;;;
gtfo_BRY_desc;We can no longer maintain our rulership of Buryatia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MLD_title;Grant Maldives Independence;;;;;;;;;;;;;
gtfo_MLD_desc;We can no longer maintain our rulership of Maldives, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAR_title;Grant Karen Independence;;;;;;;;;;;;;
gtfo_KAR_desc;We can no longer maintain our rulership of Karen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PAK_title;Grant Pakistan Independence;;;;;;;;;;;;;
gtfo_PAK_desc;We can no longer maintain our rulership of Pakistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CRL_title;Grant Chitral Independence;;;;;;;;;;;;;
gtfo_CRL_desc;We can no longer maintain our rulership of Chitral, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RDL_title;Grant Ardalan Independence;;;;;;;;;;;;;
gtfo_RDL_desc;We can no longer maintain our rulership of Ardalan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BTL_title;Grant Bitlis Independence;;;;;;;;;;;;;
gtfo_BTL_desc;We can no longer maintain our rulership of Bitlis, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BDN_title;Grant Bahdinan Independence;;;;;;;;;;;;;
gtfo_BDN_desc;We can no longer maintain our rulership of Bahdinan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BNB_title;Grant Baban Independence;;;;;;;;;;;;;
gtfo_BNB_desc;We can no longer maintain our rulership of Baban, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MKN_title;Grant Mukriyan Independence;;;;;;;;;;;;;
gtfo_MKN_desc;We can no longer maintain our rulership of Mukriyan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BHT_title;Grant Bohtan Independence;;;;;;;;;;;;;
gtfo_BHT_desc;We can no longer maintain our rulership of Bohtan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SRN_title;Grant Soran Independence;;;;;;;;;;;;;
gtfo_SRN_desc;We can no longer maintain our rulership of Soran, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LBG_title;Grant Limburg Independence;;;;;;;;;;;;;
gtfo_LBG_desc;We can no longer maintain our rulership of Limburg, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PNB_title;Grant Pernambuco Independence;;;;;;;;;;;;;
gtfo_PNB_desc;We can no longer maintain our rulership of Pernambuco, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FIU_title;Grant Fiume Independence;;;;;;;;;;;;;
gtfo_FIU_desc;We can no longer maintain our rulership of Fiume, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SYC_title;Grant Sicily Independence;;;;;;;;;;;;;
gtfo_SYC_desc;We can no longer maintain our rulership of Sicily, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MDV_title;Grant Moldova Independence;;;;;;;;;;;;;
gtfo_MDV_desc;We can no longer maintain our rulership of Moldova, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ABK_title;Grant Abkhazia Independence;;;;;;;;;;;;;
gtfo_ABK_desc;We can no longer maintain our rulership of Abkhazia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CRT_title;Grant Corrientes Independence;;;;;;;;;;;;;
gtfo_CRT_desc;We can no longer maintain our rulership of Corrientes, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SBA_title;Grant Buenos Aires Independence;;;;;;;;;;;;;
gtfo_SBA_desc;We can no longer maintain our rulership of Buenos Aires, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ARC_title;Grant Argentine Confederation Independence;;;;;;;;;;;;;
gtfo_ARC_desc;We can no longer maintain our rulership of Argentine Confederation, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LHJ_title;Grant Lahej Independence;;;;;;;;;;;;;
gtfo_LHJ_desc;We can no longer maintain our rulership of Lahej, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FDL_title;Grant Fadhli Independence;;;;;;;;;;;;;
gtfo_FDL_desc;We can no longer maintain our rulership of Fadhli, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KTH_title;Grant Kathiri Independence;;;;;;;;;;;;;
gtfo_KTH_desc;We can no longer maintain our rulership of Kathiri, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MHR_title;Grant Mahra Independence;;;;;;;;;;;;;
gtfo_MHR_desc;We can no longer maintain our rulership of Mahra, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KML_title;Grant Kumul Independence;;;;;;;;;;;;;
gtfo_KML_desc;We can no longer maintain our rulership of Kumul, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SHK_title;Grant Shilluk Independence;;;;;;;;;;;;;
gtfo_SHK_desc;We can no longer maintain our rulership of Shilluk, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WRL_title;Grant Warsangali Independence;;;;;;;;;;;;;
gtfo_WRL_desc;We can no longer maintain our rulership of Warsangali, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BHP_title;Grant Bahawalpur Independence;;;;;;;;;;;;;
gtfo_BHP_desc;We can no longer maintain our rulership of Bahawalpur, considering the developing political situation.;;;;;;;;;;;;;
gtfo_EZO_title;Grant Ezo Independence;;;;;;;;;;;;;
gtfo_EZO_desc;We can no longer maintain our rulership of Ezo, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHY_title;Grant Chechnya Independence;;;;;;;;;;;;;
gtfo_CHY_desc;We can no longer maintain our rulership of Chechnya, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHK_title;Grant Champasak Independence;;;;;;;;;;;;;
gtfo_CHK_desc;We can no longer maintain our rulership of Champasak, considering the developing political situation.;;;;;;;;;;;;;
gtfo_QNG_title;Grant Qing China Independence;;;;;;;;;;;;;
gtfo_QNG_desc;We can no longer maintain our rulership of Qing China, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MGH_title;Grant Maghreb Independence;;;;;;;;;;;;;
gtfo_MGH_desc;We can no longer maintain our rulership of Maghreb, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAH_title;Grant Bahia Independence;;;;;;;;;;;;;
gtfo_BAH_desc;We can no longer maintain our rulership of Bahia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CHP_title;Grant Chiapas Independence;;;;;;;;;;;;;
gtfo_CHP_desc;We can no longer maintain our rulership of Chiapas, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CEQ_title;Grant Equador Confederation Independence;;;;;;;;;;;;;
gtfo_CEQ_desc;We can no longer maintain our rulership of Equador Confederation, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ENT_title;Grant Entre Rios Independence;;;;;;;;;;;;;
gtfo_ENT_desc;We can no longer maintain our rulership of Entre Rios, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GCO_title;Grant Gran Colombia Independence;;;;;;;;;;;;;
gtfo_GCO_desc;We can no longer maintain our rulership of Gran Colombia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GUY_title;Grant Guyana Independence;;;;;;;;;;;;;
gtfo_GUY_desc;We can no longer maintain our rulership of Guyana, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LOS_title;Grant Los Altos Independence;;;;;;;;;;;;;
gtfo_LOS_desc;We can no longer maintain our rulership of Los Altos, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LPL_title;Grant La Plata Independence;;;;;;;;;;;;;
gtfo_LPL_desc;We can no longer maintain our rulership of La Plata, considering the developing political situation.;;;;;;;;;;;;;
gtfo_OAX_title;Grant Oaxaca Independence;;;;;;;;;;;;;
gtfo_OAX_desc;We can no longer maintain our rulership of Oaxaca, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PBC_title;Grant Peru-Bolivia Confederation Independence;;;;;;;;;;;;;
gtfo_PBC_desc;We can no longer maintain our rulership of Peru-Bolivia Confederation, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PTG_title;Grant Patagonia Independence;;;;;;;;;;;;;
gtfo_PTG_desc;We can no longer maintain our rulership of Patagonia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RGR_title;Grant Rio Grande Independence;;;;;;;;;;;;;
gtfo_RGR_desc;We can no longer maintain our rulership of Rio Grande, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RGS_title;Grant Rio Grande do Sul Independence;;;;;;;;;;;;;
gtfo_RGS_desc;We can no longer maintain our rulership of Rio Grande do Sul, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SON_title;Grant Sonora Independence;;;;;;;;;;;;;
gtfo_SON_desc;We can no longer maintain our rulership of Sonora, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SPU_title;Grant South Peru Independence;;;;;;;;;;;;;
gtfo_SPU_desc;We can no longer maintain our rulership of South Peru, considering the developing political situation.;;;;;;;;;;;;;
gtfo_YUC_title;Grant Yucatan Independence;;;;;;;;;;;;;
gtfo_YUC_desc;We can no longer maintain our rulership of Yucatan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BLZ_title;Grant Belize Independence;;;;;;;;;;;;;
gtfo_BLZ_desc;We can no longer maintain our rulership of Belize, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DAK_title;Grant Dakota Independence;;;;;;;;;;;;;
gtfo_DAK_desc;We can no longer maintain our rulership of Dakota, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FSA_title;Grant Free States of America Independence;;;;;;;;;;;;;
gtfo_FSA_desc;We can no longer maintain our rulership of Free States of America, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GRN_title;Grant Greenland Independence;;;;;;;;;;;;;
gtfo_GRN_desc;We can no longer maintain our rulership of Greenland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JAM_title;Grant Jamaica Independence;;;;;;;;;;;;;
gtfo_JAM_desc;We can no longer maintain our rulership of Jamaica, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LSK_title;Grant Alaska Independence;;;;;;;;;;;;;
gtfo_LSK_desc;We can no longer maintain our rulership of Alaska, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MRU_title;Grant Maritime Union Independence;;;;;;;;;;;;;
gtfo_MRU_desc;We can no longer maintain our rulership of Maritime Union, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PRI_title;Grant Puerto Rico Independence;;;;;;;;;;;;;
gtfo_PRI_desc;We can no longer maintain our rulership of Puerto Rico, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RPL_title;Grant Rupert's Land Independence;;;;;;;;;;;;;
gtfo_RPL_desc;We can no longer maintain our rulership of Rupert's Land, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TRS_title;Grant Tarasco Independence;;;;;;;;;;;;;
gtfo_TRS_desc;We can no longer maintain our rulership of Tarasco, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TTB_title;Grant Trinidad Independence;;;;;;;;;;;;;
gtfo_TTB_desc;We can no longer maintain our rulership of Trinidad, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UIL_title;Grant Illinois Independence;;;;;;;;;;;;;
gtfo_UIL_desc;We can no longer maintain our rulership of Illinois, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UNB_title;Grant Nebraska Independence;;;;;;;;;;;;;
gtfo_UNB_desc;We can no longer maintain our rulership of Nebraska, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UNM_title;Grant New Mexico Independence;;;;;;;;;;;;;
gtfo_UNM_desc;We can no longer maintain our rulership of New Mexico, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UOR_title;Grant Oregon Independence;;;;;;;;;;;;;
gtfo_UOR_desc;We can no longer maintain our rulership of Oregon, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ALS_title;Grant Elsass Independence;;;;;;;;;;;;;
gtfo_ALS_desc;We can no longer maintain our rulership of Elsass, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ATR_title;Grant Asturias Independence;;;;;;;;;;;;;
gtfo_ATR_desc;We can no longer maintain our rulership of Asturias, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAN_title;Grant Banat Independence;;;;;;;;;;;;;
gtfo_BAN_desc;We can no longer maintain our rulership of Banat, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BKV_title;Grant Bukovina Independence;;;;;;;;;;;;;
gtfo_BKV_desc;We can no longer maintain our rulership of Bukovina, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BRT_title;Grant Brittany Independence;;;;;;;;;;;;;
gtfo_BRT_desc;We can no longer maintain our rulership of Brittany, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BSQ_title;Grant Basqueland Independence;;;;;;;;;;;;;
gtfo_BSQ_desc;We can no longer maintain our rulership of Basqueland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CRS_title;Grant Corsica Independence;;;;;;;;;;;;;
gtfo_CRS_desc;We can no longer maintain our rulership of Corsica, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DLM_title;Grant Dalmatia Independence;;;;;;;;;;;;;
gtfo_DLM_desc;We can no longer maintain our rulership of Dalmatia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ENL_title;Grant England Independence;;;;;;;;;;;;;
gtfo_ENL_desc;We can no longer maintain our rulership of England, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GLC_title;Grant Galicia Independence;;;;;;;;;;;;;
gtfo_GLC_desc;We can no longer maintain our rulership of Galicia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GLM_title;Grant Galicia-Lodomeria Independence;;;;;;;;;;;;;
gtfo_GLM_desc;We can no longer maintain our rulership of Galicia-Lodomeria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LOR_title;Grant Lorraine Independence;;;;;;;;;;;;;
gtfo_LOR_desc;We can no longer maintain our rulership of Lorraine, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MCD_title;Grant Macedonia Independence;;;;;;;;;;;;;
gtfo_MCD_desc;We can no longer maintain our rulership of Macedonia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MLT_title;Grant Malta Independence;;;;;;;;;;;;;
gtfo_MLT_desc;We can no longer maintain our rulership of Malta, considering the developing political situation.;;;;;;;;;;;;;
gtfo_OCC_title;Grant Occitania Independence;;;;;;;;;;;;;
gtfo_OCC_desc;We can no longer maintain our rulership of Occitania, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RMG_title;Grant Romagna Independence;;;;;;;;;;;;;
gtfo_RMG_desc;We can no longer maintain our rulership of Romagna, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SPC_title;Grant Carlist Spain Independence;;;;;;;;;;;;;
gtfo_SPC_desc;We can no longer maintain our rulership of Carlist Spain, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SRD_title;Grant Sardinia Independence;;;;;;;;;;;;;
gtfo_SRD_desc;We can no longer maintain our rulership of Sardinia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SVY_title;Grant Savoy Independence;;;;;;;;;;;;;
gtfo_SVY_desc;We can no longer maintain our rulership of Savoy, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SWH_title;Grant Schleswig-Holstein Independence;;;;;;;;;;;;;
gtfo_SWH_desc;We can no longer maintain our rulership of Schleswig-Holstein, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WHA_title;Grant Wales Independence;;;;;;;;;;;;;
gtfo_WHA_desc;We can no longer maintain our rulership of Wales, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DNB_title;Grant Danubian Federation Independence;;;;;;;;;;;;;
gtfo_DNB_desc;We can no longer maintain our rulership of Danubian Federation, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LUZ_title;Grant Luzica Independence;;;;;;;;;;;;;
gtfo_LUZ_desc;We can no longer maintain our rulership of Luzica, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RHI_title;Grant Rhineland Independence;;;;;;;;;;;;;
gtfo_RHI_desc;We can no longer maintain our rulership of Rhineland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PML_title;Grant Pomerelia Independence;;;;;;;;;;;;;
gtfo_PML_desc;We can no longer maintain our rulership of Pomerelia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PZN_title;Grant Poznan Independence;;;;;;;;;;;;;
gtfo_PZN_desc;We can no longer maintain our rulership of Poznan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SLS_title;Grant Silesia Independence;;;;;;;;;;;;;
gtfo_SLS_desc;We can no longer maintain our rulership of Silesia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_WES_title;Grant Westfalen Independence;;;;;;;;;;;;;
gtfo_WES_desc;We can no longer maintain our rulership of Westfalen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AKH_title;Grant Astrakhan Independence;;;;;;;;;;;;;
gtfo_AKH_desc;We can no longer maintain our rulership of Astrakhan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ALT_title;Grant Altai Republic Independence;;;;;;;;;;;;;
gtfo_ALT_desc;We can no longer maintain our rulership of Altai Republic, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CPL_title;Grant Congress Poland Independence;;;;;;;;;;;;;
gtfo_CPL_desc;We can no longer maintain our rulership of Congress Poland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DON_title;Grant Cossackia Independence;;;;;;;;;;;;;
gtfo_DON_desc;We can no longer maintain our rulership of Cossackia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_IZH_title;Grant Ingria Independence;;;;;;;;;;;;;
gtfo_IZH_desc;We can no longer maintain our rulership of Ingria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAZ_title;Grant Kazakhstan Independence;;;;;;;;;;;;;
gtfo_KAZ_desc;We can no longer maintain our rulership of Kazakhstan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KAM_title;Grant Kamchatka Independence;;;;;;;;;;;;;
gtfo_KAM_desc;We can no longer maintain our rulership of Kamchatka, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KMK_title;Grant Kalmykia Independence;;;;;;;;;;;;;
gtfo_KMK_desc;We can no longer maintain our rulership of Kalmykia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KRL_title;Grant Karelia Independence;;;;;;;;;;;;;
gtfo_KRL_desc;We can no longer maintain our rulership of Karelia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SIB_title;Grant Siberian Republic Independence;;;;;;;;;;;;;
gtfo_SIB_desc;We can no longer maintain our rulership of Siberian Republic, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TAR_title;Grant Tatarstan Independence;;;;;;;;;;;;;
gtfo_TAR_desc;We can no longer maintain our rulership of Tatarstan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TNT_title;Grant Tannu Tuva Independence;;;;;;;;;;;;;
gtfo_TNT_desc;We can no longer maintain our rulership of Tannu Tuva, considering the developing political situation.;;;;;;;;;;;;;
gtfo_URA_title;Grant Ural Republic Independence;;;;;;;;;;;;;
gtfo_URA_desc;We can no longer maintain our rulership of Ural Republic, considering the developing political situation.;;;;;;;;;;;;;
gtfo_YAK_title;Grant Yakutia Independence;;;;;;;;;;;;;
gtfo_YAK_desc;We can no longer maintain our rulership of Yakutia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ARU_title;Grant Arab Union Independence;;;;;;;;;;;;;
gtfo_ARU_desc;We can no longer maintain our rulership of Arab Union, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ASY_title;Grant Assyria Independence;;;;;;;;;;;;;
gtfo_ASY_desc;We can no longer maintain our rulership of Assyria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BHR_title;Grant Bahrain Independence;;;;;;;;;;;;;
gtfo_BHR_desc;We can no longer maintain our rulership of Bahrain, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CIR_title;Grant Circassia Independence;;;;;;;;;;;;;
gtfo_CIR_desc;We can no longer maintain our rulership of Circassia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_CLC_title;Grant Cilicia Independence;;;;;;;;;;;;;
gtfo_CLC_desc;We can no longer maintain our rulership of Cilicia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DAG_title;Grant Dagestan Independence;;;;;;;;;;;;;
gtfo_DAG_desc;We can no longer maintain our rulership of Dagestan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DUR_title;Grant Durrani Empire Independence;;;;;;;;;;;;;
gtfo_DUR_desc;We can no longer maintain our rulership of Durrani Empire, considering the developing political situation.;;;;;;;;;;;;;
gtfo_HAL_title;Grant Hail Independence;;;;;;;;;;;;;
gtfo_HAL_desc;We can no longer maintain our rulership of Hail, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JOR_title;Grant Jordan Independence;;;;;;;;;;;;;
gtfo_JOR_desc;We can no longer maintain our rulership of Jordan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KDS_title;Grant Kurdistan Independence;;;;;;;;;;;;;
gtfo_KDS_desc;We can no longer maintain our rulership of Kurdistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KWT_title;Grant Kuwait Independence;;;;;;;;;;;;;
gtfo_KWT_desc;We can no longer maintain our rulership of Kuwait, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KYR_title;Grant Kyrgyzstan Independence;;;;;;;;;;;;;
gtfo_KYR_desc;We can no longer maintain our rulership of Kyrgyzstan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_LBN_title;Grant Lebanon Independence;;;;;;;;;;;;;
gtfo_LBN_desc;We can no longer maintain our rulership of Lebanon, considering the developing political situation.;;;;;;;;;;;;;
gtfo_NYE_title;Grant North Yemen Independence;;;;;;;;;;;;;
gtfo_NYE_desc;We can no longer maintain our rulership of North Yemen, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PLS_title;Grant Palestine Independence;;;;;;;;;;;;;
gtfo_PLS_desc;We can no longer maintain our rulership of Palestine, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PNT_title;Grant Pontus Independence;;;;;;;;;;;;;
gtfo_PNT_desc;We can no longer maintain our rulership of Pontus, considering the developing political situation.;;;;;;;;;;;;;
gtfo_SYR_title;Grant Syria Independence;;;;;;;;;;;;;
gtfo_SYR_desc;We can no longer maintain our rulership of Syria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TAJ_title;Grant Tajikstan Independence;;;;;;;;;;;;;
gtfo_TAJ_desc;We can no longer maintain our rulership of Tajikstan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TCA_title;Grant Transcaucasia Independence;;;;;;;;;;;;;
gtfo_TCA_desc;We can no longer maintain our rulership of Transcaucasia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TKM_title;Grant Turkmenistan Independence;;;;;;;;;;;;;
gtfo_TKM_desc;We can no longer maintain our rulership of Turkmenistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TKS_title;Grant Turkestan Independence;;;;;;;;;;;;;
gtfo_TKS_desc;We can no longer maintain our rulership of Turkestan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UYG_title;Grant Uyghurstan Independence;;;;;;;;;;;;;
gtfo_UYG_desc;We can no longer maintain our rulership of Uyghurstan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_UZB_title;Grant Uzbekistan Independence;;;;;;;;;;;;;
gtfo_UZB_desc;We can no longer maintain our rulership of Uzbekistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ASM_title;Grant Assam Independence;;;;;;;;;;;;;
gtfo_ASM_desc;We can no longer maintain our rulership of Assam, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BIH_title;Grant Bihar Independence;;;;;;;;;;;;;
gtfo_BIH_desc;We can no longer maintain our rulership of Bihar, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BLC_title;Grant Baluchistan Independence;;;;;;;;;;;;;
gtfo_BLC_desc;We can no longer maintain our rulership of Baluchistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BNG_title;Grant Bengal Independence;;;;;;;;;;;;;
gtfo_BNG_desc;We can no longer maintain our rulership of Bengal, considering the developing political situation.;;;;;;;;;;;;;
gtfo_DRA_title;Grant Dravidistan Independence;;;;;;;;;;;;;
gtfo_DRA_desc;We can no longer maintain our rulership of Dravidistan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KRN_title;Grant Karnatak Independence;;;;;;;;;;;;;
gtfo_KRN_desc;We can no longer maintain our rulership of Karnatak, considering the developing political situation.;;;;;;;;;;;;;
gtfo_MAH_title;Grant Maharashtra Independence;;;;;;;;;;;;;
gtfo_MAH_desc;We can no longer maintain our rulership of Maharashtra, considering the developing political situation.;;;;;;;;;;;;;
gtfo_#MR_title;Grant Marathas Independence;;;;;;;;;;;;;
