PROV1770;Philoteris;;;;;;;;;;;;;x
PROV1769;Coptos;;;;;;;;;;;;;x
PROV1767;Thebes;;;;;;;;;;;;;x
PROV1764;Hermopolis;;;;;;;;;;;;;x
PROV1765;Payoum;;;;;;;;;;;;;x
PROV1746;Sais;;;;;;;;;;;;;x
PROV1748;Nicopolis;;;;;;;;;;;;;x
PROV1745;Heliopolis;;;;;;;;;;;;;x
PROV1749;Zik-Zik;;;;;;;;;;;;;x
PROV1752;Paraitonion;;;;;;;;;;;;;x
PROV1762;Cusae;;;;;;;;;;;;;x
PROV2559;Sohag;;;;;;;;;;;;;x
PROV1768;Apollinopolis Magna;;;;;;;;;;;;;x
PROV1766;Syene;;;;;;;;;;;;;x
PROV1753;Ainesisphyra;;;;;;;;;;;;;x
PROV1754;Santaria;;;;;;;;;;;;;x
PROV1759;Parva;;;;;;;;;;;;;x
PROV1760;Mothis;;;;;;;;;;;;;x
PROV1761;Psoi;;;;;;;;;;;;;x
PROV1772;Gurob;;;;;;;;;;;;;x
PROV1755;Arsinoe;;;;;;;;;;;;;x
EGY_1745;Lower Aegyptus;;;;;;;;;;;;;x
PROV1725;Kartage;;;;;;;;;;;;;x
PROV888;Acilisene;;;;;;;;;;;;;x
PROV887;Theodosiopolis;;;;;;;;;;;;;x
PROV891;Baghaghésh;;;;;;;;;;;;;x
PROV889;Melitene;;;;;;;;;;;;;x
PROV899;Edessa;;;;;;;;;;;;;x
PROV893;Amida;;;;;;;;;;;;;x
PROV2414;Saird;;;;;;;;;;;;;x
PROV890;Tushpa;;;;;;;;;;;;;x
PROV886;Gogarene;;;;;;;;;;;;;x
PROV928;Dastgird;;;;;;;;;;;;;x
PROV930;Kaskar;;;;;;;;;;;;;x
PROV923;Nineveh;;;;;;;;;;;;;x
PROV924;Irbil;;;;;;;;;;;;;x
PROV925;Kirkuk;;;;;;;;;;;;;x
PROV892;Julamerk;;;;;;;;;;;;;x
PROV919;Yoppa;;;;;;;;;;;;;x
PROV920;Gazzat;;;;;;;;;;;;;x
PROV921;Birosaba;;;;;;;;;;;;;x
PROV917;Hierosolyma;;;;;;;;;;;;;x
PROV918;Neapolis;;;;;;;;;;;;;x
PROV916;Ptolemais;;;;;;;;;;;;;x
PROV908;Ammon;;;;;;;;;;;;;x
PROV909;Gerasa;;;;;;;;;;;;;x
PROV902;Damaskos;;;;;;;;;;;;;x
PROV913;Berytus;;;;;;;;;;;;;x
PROV914;Tripolis;;;;;;;;;;;;;x
PROV912;Heliopolis;;;;;;;;;;;;;x
PROV903;Emesa;;;;;;;;;;;;;x
PROV905;Laodicea;;;;;;;;;;;;;x
PROV904;Emath;;;;;;;;;;;;;x
PROV897;Beroea;;;;;;;;;;;;;x
EGY_910;Ammon;;;;;;;;;;;;;x
EGY_915;Phoenicia;;;;;;;;;;;;;x
PROV1737;Antipyrgos;;;;;;;;;;;;;x
PROV1736;Darnis;;;;;;;;;;;;;x
PROV1735;Berenice;;;;;;;;;;;;;x
PROV1734;Syrtis;;;;;;;;;;;;;x
TUN_1726;Africa;;;;;;;;;;;;;x #Carthage
PROV1726;Utika;;;;;;;;;;;;;x
PROV1728;Adrumeto;;;;;;;;;;;;;x
PROV1727;Kapa;;;;;;;;;;;;;x
PROV1730;Igtis;;;;;;;;;;;;;x
PROV1686;Tingis;;;;;;;;;;;;;x
PROV2590;Septem;;;;;;;;;;;;;x
PROV1687;Tamuda;;;;;;;;;;;;;x
PROV1688;Akrate;;;;;;;;;;;;;x
PROV1689;Rusadi;;;;;;;;;;;;;x
PROV1709;Ippo Rego;;;;;;;;;;;;;x
PROV1701;Saldi;;;;;;;;;;;;;x
PROV1700;Ikosu;;;;;;;;;;;;;x
PROV1706;Kartena;;;;;;;;;;;;;x
PROV1704;Porto Magno;;;;;;;;;;;;;x
PROV1705;Siga;;;;;;;;;;;;;x
PROV1708;Kirta;;;;;;;;;;;;;x
PROV1710;Beskera;;;;;;;;;;;;;x
PROV1702;Setifis;;;;;;;;;;;;;x
PROV1713;Djeifa;;;;;;;;;;;;;x
PROV1707;Altava;;;;;;;;;;;;;x
PROV1685;Sala;;;;;;;;;;;;;x
PROV1682;Bolublis;;;;;;;;;;;;;x
PROV1731;Trasamundu;;;;;;;;;;;;;x #Leptis Magna
PROV1733;Traktis;;;;;;;;;;;;;x
PROV1732;Tento;;;;;;;;;;;;;x
SPA_477;Cantabria;;;;;;;;;;;;;x
POR_525;Sitana Mins;;;;;;;;;;;;;x
SPA_492;West Tarracon;;;;;;;;;;;;;x
FRA_455;Vasconia;;;;;;;;;;;;;x
POR_521;East Tarracon;;;;;;;;;;;;;x
SPA_512;West Batika;;;;;;;;;;;;;x
SPA_513;East Batika;;;;;;;;;;;;;x
SPA_484;Sitana;;;;;;;;;;;;;x
SPA_503;Cartagena;;;;;;;;;;;;;x
AUS_619;North Karantanija;;;;;;;;;;;;;x
AUS_768;South Karantanija;;;;;;;;;;;;;x
AUS_623;Pannonia;;;;;;;;;;;;;x
AUS_633;Carpathia;;;;;;;;;;;;;x
AUS_641;West Dacia;;;;;;;;;;;;;x
AUS_654;East Dacia;;;;;;;;;;;;;x
NET_385;West Friesland;;;;;;;;;;;;;x
FRA_418;Neustria;;;;;;;;;;;;;x
FRA_448;Occitània;;;;;;;;;;;;;x
FRA_458;Guienne;;;;;;;;;;;;;x
FRA_420;Amorica;;;;;;;;;;;;;x
PROV254;Baelfawst;;;;;;;;;;;;;x
PROV255;Quercuagh;;;;;;;;;;;;;x
PROV256;Patricester;;;;;;;;;;;;;x
PROV257;Donegellus;;;;;;;;;;;;;x
PROV258;Gallvia;;;;;;;;;;;;;;x
PROV259;Testaster;;;;;;;;;;;;;x
PROV260;Opps Moga;;;;;;;;;;;;;x
PROV261;Regia Veta;;;;;;;;;;;;;x
PROV262;Flavinage;;;;;;;;;;;;;x
PROV263;Domnus;;;;;;;;;;;;;x
PROV264;Ecclesquerus;;;;;;;;;;;;;x
PROV265;Narhomia;;;;;;;;;;;;;x
PROV266;Aiberdein;;;;;;;;;;;;;x
PROV267;Mowness;;;;;;;;;;;;;x
PROV1724;Orkadaeg and Kateland;;;;;;;;;;;;;x
PROV268;Middangla;;;;;;;;;;;;;x
PROV269;Osburgh;;;;;;;;;;;;;x
PROV270;Gidburgh;;;;;;;;;;;;;x
PROV271;Grenham;;;;;;;;;;;;;x
PROV272;Proesthull;;;;;;;;;;;;;x
PROV273;Carfycus;;;;;;;;;;;;;x
PROV274;Cerbrem;;;;;;;;;;;;;x
PROV275;Llandrindod;;;;;;;;;;;;;x
PROV276;Caergib;;;;;;;;;;;;;x
PROV277;Henaester;;;;;;;;;;;;;x
PROV278;Mancunio;;;;;;;;;;;;;x
PROV279;Lugvale;;;;;;;;;;;;;x
PROV280;Monkchester;;;;;;;;;;;;;x
PROV281;Eboracum;;;;;;;;;;;;;x
PROV282;Lastenses;;;;;;;;;;;;;x
PROV283;Penninops;;;;;;;;;;;;;x
PROV284;Claudinod;;;;;;;;;;;;;x
PROV285;Cyndllops;;;;;;;;;;;;;x
PROV286;Pengwern;;;;;;;;;;;;;x
PROV287;Sowester;;;;;;;;;;;;;x
PROV288;Tigguio;;;;;;;;;;;;;x
PROV289;Rattaeth;;;;;;;;;;;;;x
PROV290;Lindum;;;;;;;;;;;;;x
PROV291;Durobelgica;;;;;;;;;;;;;x
PROV292;Felyxus;;;;;;;;;;;;;x
PROV293;Camulodunum;;;;;;;;;;;;;x
PROV294;Alcester;;;;;;;;;;;;;x
PROV295;Sant Albans;;;;;;;;;;;;;x
PROV296;Abona Magna;;;;;;;;;;;;;x
PROV297;Dunium;;;;;;;;;;;;;x
PROV298;Aquae Sulis;;;;;;;;;;;;;x
PROV299;Augustalia;;;;;;;;;;;;;x
PROV300;Londinium;;;;;;;;;;;;;x
PROV301;Durovernum;;;;;;;;;;;;;x
PROV302;Prevensy;;;;;;;;;;;;;x
PROV303;Ardaoni;;;;;;;;;;;;;x
PROV304;Monapia;;;;;;;;;;;;;x
PROV74;St. Guilardsterre;;;;;;;;;;;;;x
PROV73;Rorebach;;;;;;;;;;;;;x
PROV72;Gundmarville;;;;;;;;;;;;;x
PROV68;Kalhausen;;;;;;;;;;;;;x
PROV33;Les Horbes;;;;;;;;;;;;;x
PROV71;Soudsterham;;;;;;;;;;;;;x
PROV70;Isle Vadulphe;Prince Edward Island;Prince Edward Island;;Isla del Pr?cipe Eduardo;;;;;;;;;x;;;;
PROV70:Isle Vadulphe;;;;;;;;;;;;;x
PROV69;Princestalle;;;;;;;;;;;;;x
PROV304;Monapia;;;;;;;;;;;;;x
PROV304;Monapia;;;;;;;;;;;;;x
PROV304;Monapia;;;;;;;;;;;;;x
PROV304;Monapia;;;;;;;;;;;;;x
PROV523;Avrantes;;;;;;;;;;;;;x
PROV524;Porta Santa Ubes;;;;;;;;;;;;;x
PROV525;Leoviglian Ebora;;;;;;;;;;;;;x
PROV526;Paca;;;;;;;;;;;;;x
PROV527;Maria;;;;;;;;;;;;;x
PROV65;Vitré;;;;;;;;;;;;;x
PROV50;Boulaies;;;;;;;;;;;;;x
PROV239;Petit Fresnay;;;;;;;;;;;;;x
PROV57;Neuvéglise;;;;;;;;;;;;;x
PROV58;Gué des Sauvages;;;;;;;;;;;;;x
PROV36;Œil de Cochon;;;;;;;;;;;;;x
PROV52;Magneton;;;;;;;;;;;;;x
PROV56;Auxerrois;;;;;;;;;;;;;x
PROV49;St. Aprusterre;;;;;;;;;;;;;x
PROV2625;Fornelia;;;;;;;;;;;;;x
PROV9;Nibelungter;;;;;;;;;;;;;x
PROV2626;Terres du Prince Pépin;;;;;;;;;;;;;x
PROV2593;Fort Laud;;;;;;;;;;;;;x
PROV2592;Poste Froid;;;;;;;;;;;;;x
PROV2595;Ultima-Thule;;;;;;;;;;;;;x
PROV240;Rivière Pidgeon;;;;;;;;;;;;;x
PROV234;Fort Germaine;;;;;;;;;;;;;x
PROV238;Genève;;;;;;;;;;;;;x
PROV235;Caiuqua;;;;;;;;;;;;;x
PROV231;Cap Des Herbes;;;;;;;;;;;;;x
PROV230;Oest Marcq;;;;;;;;;;;;;x
PROV226;Dauphin;;;;;;;;;;;;;x
PROV225;Nouvelle Pau;;;;;;;;;;;;;x
PROV219;Nouvelle Hollande;;;;;;;;;;;;;x
PROV222;Godefroy;;;;;;;;;;;;;x
PROV229;St. Anne;;;;;;;;;;;;;x
PROV2146;Charbourg;;;;;;;;;;;;;x
PROV223;Nouvelle Hérusalyem;;;;;;;;;;;;;x
PROV237;De La Roche;;;;;;;;;;;;;x
PROV224;St. Joseph;;;;;;;;;;;;;x
PROV2627;Mont Rouge;;;;;;;;;;;;;x
PROV227;Duquesneville;;;;;;;;;;;;;x
PROV217;Mont Cartier;;;;;;;;;;;;;x
PROV215;Chincandoe;;;;;;;;;;;;;x
PROV221;Blancheville;;;;;;;;;;;;;x
PROV207;Nouvel Espoir;;;;;;;;;;;;;x
PROV208;Gontout;;;;;;;;;;;;;x
PROV2556;Grenstalle;;;;;;;;;;;;;x
PROV211;Clementie;;;;;;;;;;;;;x
PROV214;L'Hermitage;;;;;;;;;;;;;x
PROV213;Phillipesbourg;;;;;;;;;;;;;x
PROV220;Anneville;;;;;;;;;;;;;x
PROV60;Chalon-Arlay;;;;;;;;;;;;;x
PROV212;Ville du Prince;;;;;;;;;;;;;x
PROV2172;Tenostsktitlos;;;;;;;;;;;;;x
PROV218;Bois Cathais;;;;;;;;;;;;;x
PROV183;Gasparde;;;;;;;;;;;;;x
PROV184;Fermedevieux;;;;;;;;;;;;;x
PROV134;Fort Sullie;;;;;;;;;;;;;x
PROV135;Nouvellebourg;;;;;;;;;;;;;x
PROV186;Monghelie;;;;;;;;;;;;;x
PROV185;St. Omer;;;;;;;;;;;;;x
PROV133;Jacpaysage;;;;;;;;;;;;;x
PROV43;Ville Romaine;;;;;;;;;;;;;x
PROV137;Vilaine Écart;;;;;;;;;;;;;x
PROV138;St. Bowdoinsland;;;;;;;;;;;;;x
PROV191;Cossé;;;;;;;;;;;;;x
PROV55;Ouroux;;;;;;;;;;;;;x
PROV46;Aubevoye;;;;;;;;;;;;;x
PROV53;Terrecastor;;;;;;;;;;;;;x
PROV54;Charlesville;;;;;;;;;;;;;x
PROV173;Gué;;;;;;;;;;;;;x
PROV175;Sauknah;;;;;;;;;;;;;x
PROV123;Îles Princesse Carlotta;;;;;;;;;;;;;x
PROV236;Lerdinghem;;;;;;;;;;;;;x
PROV228;Fort Sangatte;;;;;;;;;;;;;x
PROV178;Egmonte;;;;;;;;;;;;;x
PROV180;Nouvelle Dunkerque;;;;;;;;;;;;;x
PROV179;Bougainville;;;;;;;;;;;;;x
PROV181;Lotairie;;;;;;;;;;;;;x
PROV182;Boisaine;;;;;;;;;;;;;x
PROV172;Grand Marais Noir;;;;;;;;;;;;;x
PROV136;Mulhouse;;;;;;;;;;;;;x
PROV171;St. Peter;;;;;;;;;;;;;x
PROV169;Lance Sacrée;;;;;;;;;;;;;x
PROV170;Cité des Anges;;;;;;;;;;;;;x
PROV106;Shawnee;;;;;;;;;;;;;x
PROV103;Sauk;;;;;;;;;;;;;x
PROV120;Illinois;;;;;;;;;;;;;x
PROV122;Pawnee;;;;;;;;;;;;;x
PROV121;Fort Adolfing;;;;;;;;;;;;;x
PROV118;Orbey;;;;;;;;;;;;;x
PROV4;St. Saul;;;;;;;;;;;;;x
PROV3;Grand Portage;;;;;;;;;;;;;x
PROV2630;Péninsule Lerins;;;;;;;;;;;;;x
PROV31;Oinges;;;;;;;;;;;;;x
PROV35;St. Anthony;;;;;;;;;;;;;x
PROV34;Guérande;;;;;;;;;;;;;x
PROV30;Van Corbach's Land;;;;;;;;;;;;;x
PROV38;Lacville;;;;;;;;;;;;;x
PROV40;Port Louis;;;;;;;;;;;;;x
PROV39;Nordbois;;;;;;;;;;;;;x
PROV124;Port Bordeaux;;;;;;;;;;;;;x
PROV125;Poste Lamballe;;;;;;;;;;;;;x
PROV176;Plounévez;;;;;;;;;;;;;x
PROV174;Comté Ojibwe;;;;;;;;;;;;;x
PROV130;Fort Poitiers;;;;;;;;;;;;;x
PROV131;Theophanu;;;;;;;;;;;;;x
PROV129;Ramnulfide;;;;;;;;;;;;;x
PROV126;Fort Riquet;;;;;;;;;;;;;x
PROV128;Hugobourg;;;;;;;;;;;;;x
PROV36;Pays Voyageur;;;;;;;;;;;;;x
PROV42;Évreux;;;;;;;;;;;;;x
PROV41;Fort Charlesbourg;;;;;;;;;;;;;x
PROV47;Fort Metz;;;;;;;;;;;;;x
PROV37;Fort Bazaine;;;;;;;;;;;;;x
PROV2594;Post Talleyrand;;;;;;;;;;;;;x
PROV27;St. Guysland;;;;;;;;;;;;;x
PROV127;Port Challons;;;;;;;;;;;;;x
PROV145;Nuvo Ostia;;;;;;;;;;;;;x
PROV204;Quinticampa;;;;;;;;;;;;;x
PROV197;Nuvo Genoua;;;;;;;;;;;;;x
PROV210;Reposdeham;;;;;;;;;;;;;x
PROV205;Citmouline;;;;;;;;;;;;;x
PROV209;Ophilé;;;;;;;;;;;;;x
PROV216;La Vache;;;;;;;;;;;;;x
PROV2249;Porto Negro;;;;;;;;;;;;;x
PROV2248;Kampos;;;;;;;;;;;;;x
PROV1876;Kapu Antipoda;;;;;;;;;;;;;x
PROV2130;Insula Rikes;;;;;;;;;;;;;x
PROV2129;St. Ulfilas;;;;;;;;;;;;;x
PROV2132;St. Aksentis;;;;;;;;;;;;;x
PROV2136;Insulas Kanaros;;;;;;;;;;;;;x
PROV2134;Insulas Akiptre;;;;;;;;;;;;;x
PROV1784;Kartage Ultima;;;;;;;;;;;;;x
PROV1783;Domo Serbenis;;;;;;;;;;;;;x
PROV1785;Bankulo;;;;;;;;;;;;;x
PROV1999;Urbe St. Saul;;;;;;;;;;;;;x
PROV2003;Mirekis Kikongo;;;;;;;;;;;;;x
PROV2003;Namibe;;;;;;;;;;;;;x
PROV1894;Colona Basama;;;;;;;;;;;;;x
PROV2135;Lekmanu;;;;;;;;;;;;;x
PROV517;Porto Irkulas;;;;;;;;;;;;;x
PROV2131;Nobva Britana and St. Linus;;;;;;;;;;;;;x
PROV854;Melites;;;;;;;;;;;;;x
PROV1498;Aeomonos;;;;;;;;;;;;;x
PROV2647;Urbe Okuse;;;;;;;;;;;;;x
PROV420;Le Nouchâteau;;;;;;;;;;;;;x
PROV422;Condate;;;;;;;;;;;;;x
PROV458;Bordèu;;;;;;;;;;;;;x
PROV444;Engules;;;;;;;;;;;;;x
PROV456;Muntalba;;;;;;;;;;;;;x
PROV450;Caors;;;;;;;;;;;;;x
PROV447;Tulel;;;;;;;;;;;;;x
PROV445;Agustiol;;;;;;;;;;;;;x
PROV446;Euric;;;;;;;;;;;;;x
PROV448;Djarmons;;;;;;;;;;;;;x
PROV452;Hors;;;;;;;;;;;;;x
PROV451;Liyon;;;;;;;;;;;;;x
PROV449;Orlhac;;;;;;;;;;;;;x
PROV462;Rodés;;;;;;;;;;;;;x
PROV461;Montpeller;;;;;;;;;;;;;x
PROV463;Carcassona;;;;;;;;;;;;;x
PROV464;Perpinyà;;;;;;;;;;;;;x
PROV502;Illes Balears;;;;;;;;;;;;;x
PROV453;Valença;;;;;;;;;;;;;x
PROV468;Vau-Cluso;;;;;;;;;;;;;x
PROV470;Touloun;;;;;;;;;;;;;x
PROV467;Marsiglia;;;;;;;;;;;;;x
PROV465;Èneci;;;;;;;;;;;;;x
PROV466;Chambèri;;;;;;;;;;;;;x
PROV454;Grainóvol;;;;;;;;;;;;;x
PROV469;Dinha;;;;;;;;;;;;;x
PROV472;Niça;;;;;;;;;;;;;x
SAR_466;Savouè;;;;;;;;;;;;x
FRA_461;Erau;;;;;;;;;;;;x
FRA_467;Provença;;;;;;;;;;;;x
FRA_445;Lemosin;;;;;;;;;;;;x
FRA_451;Cimbra;;;;;;;;;;;;x
PROV473;Còrsega;;;;;;;;;;;;;x
PROV573;Sarrepons;;;;;;;;;;;;;x
PROV572;Trèves;;;;;;;;;;;;;x
PROV576;Aix-la-Chapelle;;;;;;;;;;;;;x
PROV575;Childerie;;;;;;;;;;;;;x
PRU_575;Nord Austrasia;;;;;;;;;;;;;x
PROV571;Caseloutre;;;;;;;;;;;;;x
NET_375;Lolland;;;;;;;;;;;;;x
PROV375;Amsteldam;;;;;;;;;;;;;x
PROV376;Den Zande;;;;;;;;;;;;;x
PROV380;Prinsenbeek;;;;;;;;;;;;;x
PROV378;Walchenburg;;;;;;;;;;;;;x
PROV379;Nijmegen;;;;;;;;;;;;;x
PROV390;Hetsteen;;;;;;;;;;;;;x
PROV389;Gaunt;;;;;;;;;;;;;x
PROV388;Brugge;;;;;;;;;;;;;x
PROV387;Broeksl;;;;;;;;;;;;;x
PROV394;Bergen;;;;;;;;;;;;;x
PROV393;Doornik;;;;;;;;;;;;;x
PROV399;Rijsel;;;;;;;;;;;;;x
PROV400;Duinkerken;;;;;;;;;;;;;x
PROV401;Atrecht;;;;;;;;;;;;;x
FRA_404;Artesië;;;;;;;;;;;;;
PRU_570;Sud Austrasia;;;;;;;;;;;;x
PROV381;Maastricht;;;;;;;;;;;;;x
PROV391;Huj;;;;;;;;;;;;;x
PROV395;Luik;;;;;;;;;;;;;x
PROV396;Malmoendt;;;;;;;;;;;;;x
PROV398;Knipchen;;;;;;;;;;;;;x
PROV392;Namen;;;;;;;;;;;;;x
PROV397;Luxemburg;;;;;;;;;;;;;x
PROV421;St Martin;;;;;;;;;;;;;x
PROV437;Sablles d'Oloune;;;;;;;;;;;;;x
PROV434;Angiers;;;;;;;;;;;;;x
PROV435;Fournàchaux;;;;;;;;;;;;;x
PROV436;Chemins;;;;;;;;;;;;;x
FRA_438;Touraine;;;;;;;;;;;;x
PROV419;Îles d'la Manche;;;;;;;;;;;;;x
PROV418;Caedon;;;;;;;;;;;;;x
PROV426;Aulices;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV416;Aules;;;;;;;;;;;;;x
PROV427;Capet;;;;;;;;;;;;;x
PROV425;Lutes;;;;;;;;;;;;;x
FRA_425;Lutes Royales;;;;;;;;;;;;;x
PROV402;Ponsomme;;;;;;;;;;;;;x
PROV404;Cambrai;;;;;;;;;;;;;x
PROV439;Borges;;;;;;;;;;;;;x
PROV430;Archambault;;;;;;;;;;;;;x
PROV607;Genf;;;;;;;;;;;;;x
PROV3283;Genfenmeer;;;;;;;;;;;;;x
PROV608;St. Gregoire;;;;;;;;;;;;;x
PROV414;Stavelot;;;;;;;;;;;;;x
PROV411;Lodrennes;;;;;;;;;;;;;x
PROV412;Mès;;;;;;;;;;;;;x
PROV407;Neuilly;;;;;;;;;;;;;x
PROV405;Tour D'oufes;;;;;;;;;;;;;x
PROV594;Pleifstein;;;;;;;;;;;;;x
PROV603;Toeritz;;;;;;;;;;;;;x
PROV531;Ötmar;;;;;;;;;;;;;x
PROV532;Lupoldusburg;;;;;;;;;;;;;x
PROV557;Warmund;;;;;;;;;;;;;x
PROV536;Wiprecht;;;;;;;;;;;;;x
PROV534;Heindenreich;;;;;;;;;;;;;x
PROV585;Regensburg;;;;;;;;;;;;;x
PROV528;Osprant;;;;;;;;;;;;;x
PROV533;Inselursls;;;;;;;;;;;;;x
PROV529;Laffenbach;;;;;;;;;;;;;x
PROV530;Wedingburg;;;;;;;;;;;;;x
PROV371;Apenrade;;;;;;;;;;;;;x
PROV368;Gutoburg;;;;;;;;;;;;;x
PROV2557;Pritzfalls;;;;;;;;;;;;;x
PROV367;Adelburg;;;;;;;;;;;;;x
PROV366;Koenigshaven;;;;;;;;;;;;;x
PROV373;Kristenhaus;;;;;;;;;;;;;x
PROV374;Wackelstein;;;;;;;;;;;;;x
PROV577;Hettergau;;;;;;;;;;;;;x
PROV570;Mayence;;;;;;;;;;;;;x
HAN_528;Niederottoland;;;;;;;;;;;;x
SAX_558;Kroneland;;;;;;;;;;;;x
HAN_540;Ostsachsen;;;;;;;;;;;;x
NET_385;Westsachsen;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV417;Orne;;;;;;;;;;;;;x
PROV2707;Gulf of Suomland;;;;;;;;;;;;;x ###### SEA PROVS #######
PROV2721;Bight of Inselursls;;;;;;;;;;;;;x 
PROV2720;Teutostroem;;;;;;;;;;;;;x 
PROV2712;Katzensund;;;;;;;;;;;;;x 
PROV2711;Kvenisches Meerengen;;;;;;;;;;;;;x 
PROV2423;Sud Lac Clotilde;;;;;;;;;;;;;x 
PROV3115;Nord Lac Clotilde;;;;;;;;;;;;;x 
PROV3254;Lac Etoiles;;;;;;;;;;;;;x 
